time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-08-26T21:31:48.660Z,35.7478333,-117.5543333,1.99,2.54,ml,32,69,0.07632,0.21,ci,ci39012320,2019-08-27T05:24:42.310Z,"14km W of Searles Valley, CA",earthquake,0.26,0.46,0.119,31,automatic,ci,ci
2019-08-26T21:31:26.710Z,35.744,-117.5571667,2.04,2.63,ml,37,56,0.07874,0.17,ci,ci39012312,2019-08-26T23:36:41.981Z,"14km W of Searles Valley, CA",earthquake,0.21,0.37,0.146,25,automatic,ci,ci
2019-08-26T16:23:20.230Z,35.681,-117.5396667,6.79,2.6,ml,35,38,0.06353,0.15,ci,ci39011408,2019-08-26T20:01:56.259Z,"14km ENE of Ridgecrest, CA",earthquake,0.2,0.55,0.155,25,automatic,ci,ci
2019-08-26T12:06:37.760Z,35.8948333,-117.6808333,2.54,2.78,ml,36,43,0.05844,0.19,ci,ci39010824,2019-08-26T12:17:45.600Z,"21km ESE of Little Lake, CA",earthquake,0.21,0.4,0.178,25,automatic,ci,ci
2019-08-26T10:33:21.280Z,35.8875,-117.6993333,6.17,2.65,ml,37,44,0.07219,0.2,ci,ci39010600,2019-08-26T10:37:12.217Z,"20km ESE of Little Lake, CA",earthquake,0.22,0.69,0.212,25,automatic,ci,ci
2019-08-26T03:53:46.440Z,36.1386667,-118.0706667,0.24,2.92,ml,33,82,0.176,0.19,ci,ci39009592,2019-08-26T04:17:55.646Z,"15km NW of Coso Junction, CA",earthquake,0.28,0.68,0.22,25,automatic,ci,ci
2019-08-25T10:36:27.080Z,35.7041667,-117.5198333,9.3,2.63,ml,38,53,0.08744,0.18,ci,ci39007504,2019-08-25T10:47:24.380Z,"13km SW of Searles Valley, CA",earthquake,0.24,0.53,0.108,25,automatic,ci,ci
2019-08-25T08:15:12.950Z,36.1191667,-117.8473333,1.7,3.14,ml,64,50,0.006297,0.17,ci,ci39007152,2019-09-18T08:48:24.040Z,"12km NE of Coso Junction, CA",earthquake,0.12,0.18,0.147,254,reviewed,ci,ci
2019-08-25T02:05:32.770Z,35.7151667,-117.5526667,3.39,2.9,ml,40,50,0.09388,0.17,ci,ci39006440,2019-08-25T05:46:55.397Z,"15km WSW of Searles Valley, CA",earthquake,0.2,0.79,0.129,27,automatic,ci,ci
2019-08-24T21:08:16.510Z,35.6328333,-117.5906667,10.02,2.6,ml,39,34,0.0206,0.17,ci,ci39005840,2019-08-24T22:32:30.922Z,"8km E of Ridgecrest, CA",earthquake,0.2,0.44,0.113,25,automatic,ci,ci
2019-08-24T15:18:30.940Z,35.872,-117.581,8.95,3.06,ml,50,26,0.05772,0.16,ci,ci39005120,2019-09-22T15:35:28.040Z,"20km NW of Searles Valley, CA",earthquake,0.15,0.31,0.143,234,reviewed,ci,ci
2019-08-24T11:02:20.670Z,35.5971667,-117.4243333,5.42,3.47,ml,52,26,0.03265,0.14,ci,ci39004464,2019-09-20T13:42:01.040Z,"19km SSW of Trona, CA",earthquake,0.12,0.32,0.166,100,reviewed,ci,ci
2019-08-23T23:52:22.950Z,35.6438333,-117.4551667,2.33,2.51,ml,39,56,0.03329,0.14,ci,ci39002928,2019-08-24T00:02:54.370Z,"14km SSW of Searles Valley, CA",earthquake,0.19,0.3,0.161,26,automatic,ci,ci
2019-08-23T23:14:22.640Z,35.702,-117.5756667,2.42,2.6,ml,40,41,0.07997,0.17,ci,ci39002848,2019-08-23T23:25:33.760Z,"13km NE of Ridgecrest, CA",earthquake,0.21,0.4,0.181,25,automatic,ci,ci
2019-08-23T20:23:32.280Z,35.9153333,-117.2573333,4.46,3.02,ml,64,43,0.0322,0.18,ci,ci39002432,2019-09-25T18:33:51.040Z,"20km NNE of Trona, CA",earthquake,0.15,0.42,0.158,136,reviewed,ci,ci
2019-08-23T19:19:42.670Z,35.8301667,-117.6508333,3,3.33,ml,65,21,0.04566,0.16,ci,ci39002264,2019-09-24T17:59:41.040Z,"23km WNW of Searles Valley, CA",earthquake,0.11,0.26,0.117,282,reviewed,ci,ci
2019-08-23T10:22:22.810Z,35.6585007,-117.5348358,8.69,2.98,ml,63,60,0.09308,0.13,ci,ci39000512,2019-08-23T19:27:38.396Z,"13km ENE of Ridgecrest, CA",earthquake,0.16,0.55,0.239,18,automatic,ci,ci
2019-08-23T09:29:20.440Z,35.8763333,-117.6973333,7.97,2.53,ml,34,47,0.08095,0.15,ci,ci39000328,2019-08-23T09:40:14.030Z,"20km ESE of Little Lake, CA",earthquake,0.2,0.56,0.21,25,automatic,ci,ci
2019-08-23T07:05:11.160Z,35.8975,-117.7026667,7.24,2.58,ml,30,42,0.06581,0.14,ci,ci38999760,2019-08-23T07:15:50.460Z,"19km ESE of Little Lake, CA",earthquake,0.18,0.65,0.133,25,automatic,ci,ci
2019-08-23T05:37:25.790Z,35.9151667,-117.6861667,7.35,3.2,ml,51,31,0.04371,0.15,ci,ci38999328,2019-09-15T08:12:48.040Z,"20km E of Little Lake, CA",earthquake,0.12,0.36,0.15,92,reviewed,ci,ci
2019-08-23T05:34:09.770Z,35.9045,-117.7048333,4.95,4.32,mw,76,19,0.06188,0.19,ci,ci38999296,2019-09-28T07:32:34.040Z,"18km E of Little Lake, CA",earthquake,0.11,0.52,,6,reviewed,ci,ci
2019-08-22T21:22:35.860Z,35.8861656,-117.7111664,4.91,2.97,ml,32,39,0.07893,0.24,ci,ci38996984,2019-08-24T03:06:42.040Z,"18km ESE of Little Lake, CA",earthquake,0.33,1.54,0.21,28,automatic,ci,ci
2019-08-22T21:21:40.900Z,35.8991667,-117.7056667,4.94,3.45,ml,66,19,0.06617,0.16,ci,ci38996976,2019-08-24T03:02:57.040Z,"19km ESE of Little Lake, CA",earthquake,0.1,0.5,0.196,243,reviewed,ci,ci
2019-08-22T21:11:07.570Z,35.8853333,-117.702,5.6,3.56,ml,63,22,0.07519,0.18,ci,ci38996840,2019-09-27T21:35:24.040Z,"19km ESE of Little Lake, CA",earthquake,0.12,0.45,0.172,250,reviewed,ci,ci
2019-08-22T21:09:17.090Z,35.9055,-117.7073333,4.9,3.2,ml,60,25,0.06267,0.18,ci,ci38996816,2019-08-24T03:01:22.040Z,"18km E of Little Lake, CA",earthquake,0.12,0.55,0.171,235,reviewed,ci,ci
2019-08-22T21:03:25.380Z,35.8738333,-117.6925,8.19,2.67,ml,32,47,0.08144,0.17,ci,ci38996776,2019-08-22T21:14:11.800Z,"20km ESE of Little Lake, CA",earthquake,0.22,0.64,0.197,25,automatic,ci,ci
2019-08-22T20:58:46.960Z,35.8838333,-117.701,4.8,2.52,ml,30,46,0.076,0.22,ci,ci38996712,2019-08-23T05:01:20.912Z,"19km ESE of Little Lake, CA",earthquake,0.26,0.79,0.16,25,automatic,ci,ci
2019-08-22T20:54:23.340Z,35.8745,-117.6956667,5.03,2.57,ml,33,48,0.08195,0.22,ci,ci38996664,2019-08-22T21:32:51.971Z,"20km ESE of Little Lake, CA",earthquake,0.28,1.33,0.117,29,automatic,ci,ci
2019-08-22T20:49:50.060Z,35.9073333,-117.709,2.4,5.01,mw,72,20,0.06247,0.21,ci,ci38996632,2019-09-24T15:30:04.040Z,"18km E of Little Lake, CA",earthquake,0.12,0.28,,6,reviewed,ci,ci
2019-08-22T16:04:28.790Z,35.6831667,-117.49,6.75,2.85,ml,39,48,0.05692,0.15,ci,ci38995952,2019-08-22T21:09:26.801Z,"12km SW of Searles Valley, CA",earthquake,0.2,0.49,0.117,24,automatic,ci,ci
2019-08-22T14:57:41.590Z,35.327,-117.928,6.06,2.53,ml,51,39,0.08974,0.22,ci,ci38995688,2019-08-23T12:17:55.101Z,"23km NNE of California City, CA",earthquake,0.25,1.04,0.201,26,automatic,ci,ci
2019-08-22T13:16:39.940Z,35.9046667,-117.7241667,4.59,2.58,ml,37,38,0.07381,0.15,ci,ci38995432,2019-08-22T21:34:38.895Z,"17km ESE of Little Lake, CA",earthquake,0.17,0.42,0.175,25,automatic,ci,ci
2019-08-22T04:21:07.970Z,35.5326667,-117.3741667,7.62,2.76,ml,37,65,0.011,0.17,ci,ci38994272,2019-08-22T04:45:23.564Z,"26km S of Trona, CA",earthquake,0.24,0.54,0.171,25,automatic,ci,ci
2019-08-22T02:10:09.930Z,35.653,-117.4641667,2.4,2.65,ml,35,44,0.03512,0.15,ci,ci38993992,2019-08-22T04:28:31.774Z,"14km SSW of Searles Valley, CA",earthquake,0.2,0.32,0.197,26,automatic,ci,ci
2019-08-21T15:02:49.310Z,35.8888333,-117.7278333,4.35,2.52,ml,34,35,0.08557,0.18,ci,ci38992304,2019-08-21T15:13:49.360Z,"17km ESE of Little Lake, CA",earthquake,0.23,0.6,0.171,25,automatic,ci,ci
2019-08-21T14:20:22.770Z,35.532,-117.3703333,8.47,3.23,ml,80,27,0.008479,0.16,ci,ci38992192,2019-09-15T07:56:59.040Z,"26km S of Trona, CA",earthquake,0.11,0.25,0.135,264,reviewed,ci,ci
2019-08-21T12:43:37.110Z,35.6665,-117.48,1.56,2.7,ml,36,51,0.04588,0.15,ci,ci38991896,2019-08-21T12:54:32.370Z,"13km SSW of Searles Valley, CA",earthquake,0.19,0.33,0.125,26,automatic,ci,ci
2019-08-21T09:57:59.760Z,35.8883333,-117.7278333,4.36,2.91,ml,32,49,0.0851,0.18,ci,ci38991400,2019-08-21T10:46:12.172Z,"17km ESE of Little Lake, CA",earthquake,0.23,0.6,0.161,25,automatic,ci,ci
2019-08-21T00:30:10.270Z,35.715,-117.5738333,4.87,3.42,ml,73,33,0.09284,0.16,ci,ci38990176,2019-08-22T23:54:56.040Z,"14km NE of Ridgecrest, CA",earthquake,0.1,0.29,0.142,303,reviewed,ci,ci
2019-08-20T23:48:36.180Z,35.5158333,-117.4123333,8.19,2.57,ml,40,37,0.04004,0.16,ci,ci38990120,2019-08-20T23:59:22.050Z,"26km NE of Johannesburg, CA",earthquake,0.21,0.46,0.136,25,automatic,ci,ci
2019-08-20T23:46:56.800Z,35.5178333,-117.4128333,8.36,3.25,ml,81,20,0.04004,0.17,ci,ci38990112,2019-08-22T23:53:16.040Z,"26km NE of Johannesburg, CA",earthquake,0.11,0.27,0.153,279,reviewed,ci,ci
2019-08-20T14:24:35.830Z,36.2206667,-117.901,-0.13,2.61,ml,26,65,0.1094,0.22,ci,ci38988592,2019-08-20T14:28:26.001Z,"12km SE of Olancha, CA",earthquake,0.37,0.7,0.102,27,automatic,ci,ci
2019-08-20T13:41:46.410Z,36.0745,-117.872,2.63,2.63,ml,31,55,0.04518,0.16,ci,ci38988480,2019-08-20T13:52:37.780Z,"8km ENE of Coso Junction, CA",earthquake,0.25,0.66,0.239,25,automatic,ci,ci
2019-08-19T18:32:19.250Z,36.0886667,-117.8713333,1.27,2.55,ml,30,55,0.03179,0.18,ci,ci38985592,2019-08-19T18:42:58.270Z,"8km NE of Coso Junction, CA",earthquake,0.27,0.39,0.19,25,automatic,ci,ci
2019-08-19T11:45:20.710Z,35.6015015,-117.6013336,3.33,3.05,ml,55,53,0.1384,0.16,ci,ci38984576,2019-09-30T08:49:19.040Z,"7km ESE of Ridgecrest, CA",earthquake,0.2,0.77,0.246,20,automatic,ci,ci
2019-08-19T00:09:12.950Z,35.6718333,-117.4693333,9.18,3.54,mlr,81,24,0.03777,0.17,ci,ci38983016,2019-09-20T21:00:07.040Z,"12km SSW of Searles Valley, CA",earthquake,0.11,0.24,0.145,328,reviewed,ci,ci
2019-08-18T22:02:28.680Z,35.682,-117.4886667,10.67,2.59,ml,36,47,0.05553,0.17,ci,ci38982760,2019-08-18T22:13:09.540Z,"12km SW of Searles Valley, CA",earthquake,0.26,0.44,0.163,25,automatic,ci,ci
2019-08-18T18:56:43.470Z,35.6698333,-117.475,3.85,3.47,ml,70,38,0.04205,0.17,ci,ci38982368,2019-09-21T20:35:42.040Z,"13km SSW of Searles Valley, CA",earthquake,0.11,0.32,0.145,309,reviewed,ci,ci
2019-08-18T18:27:42.090Z,36.0794983,-117.8649979,2.21,3.14,ml,47,53,0.03888,0.17,ci,ci38982296,2019-09-21T20:34:44.040Z,"8km ENE of Coso Junction, CA",earthquake,0.2,0.29,0.264,23,automatic,ci,ci
2019-08-18T16:20:50.010Z,36.0878333,-117.8648333,1.58,2.77,ml,30,54,0.03076,0.15,ci,ci38982056,2019-08-18T17:45:46.733Z,"9km ENE of Coso Junction, CA",earthquake,0.24,0.33,0.158,25,automatic,ci,ci
2019-08-18T16:08:34.290Z,36.089,-117.8643333,1.66,2.51,ml,30,55,0.02953,0.16,ci,ci38982040,2019-08-18T16:19:32.080Z,"9km ENE of Coso Junction, CA",earthquake,0.24,0.32,0.191,25,automatic,ci,ci
2019-08-18T08:23:59.400Z,35.9131667,-117.6933333,2.15,2.64,ml,30,41,0.0777,0.14,ci,ci38981112,2019-08-18T08:34:56.560Z,"19km E of Little Lake, CA",earthquake,0.17,0.31,0.144,25,automatic,ci,ci
2019-08-18T07:42:25.210Z,36.0896667,-117.863,2.14,3.24,ml,67,52,0.02862,0.17,ci,ci38981040,2019-09-21T07:26:50.040Z,"9km ENE of Coso Junction, CA",earthquake,0.12,0.19,0.131,277,reviewed,ci,ci
2019-08-18T06:45:48.410Z,35.6863333,-117.4798333,7.16,2.62,ml,29,64,0.08715,0.12,ci,ci38981000,2019-08-18T06:49:48.267Z,"11km SW of Searles Valley, CA",earthquake,0.24,0.48,0.149,25,automatic,ci,ci
2019-08-18T05:02:42.940Z,36.0833333,-117.8623333,1.55,2.65,ml,30,54,0.03471,0.15,ci,ci38980736,2019-08-18T05:06:39.717Z,"9km ENE of Coso Junction, CA",earthquake,0.24,0.33,0.187,25,automatic,ci,ci
2019-08-17T17:24:09.090Z,36.0858333,-117.8595,2.15,2.59,ml,30,54,0.0319,0.14,ci,ci38979296,2019-08-17T17:34:27.100Z,"9km ENE of Coso Junction, CA",earthquake,0.22,0.29,0.212,25,automatic,ci,ci
2019-08-17T13:37:49.470Z,36.0856667,-117.8605,2.02,2.61,ml,28,54,0.03217,0.12,ci,ci38978768,2019-08-17T13:41:36.160Z,"9km ENE of Coso Junction, CA",earthquake,0.19,0.25,0.16,25,automatic,ci,ci
2019-08-17T11:55:31.170Z,35.9196663,-117.7109985,2.67,3.07,ml,50,35,0.05669,0.15,ci,ci38978512,2019-09-30T08:46:23.040Z,"18km E of Little Lake, CA",earthquake,0.17,0.33,0.245,21,automatic,ci,ci
2019-08-17T02:10:23.360Z,36.085,-117.8551667,2.06,2.52,ml,31,53,0.03251,0.17,ci,ci38977304,2019-08-17T02:20:52.410Z,"10km ENE of Coso Junction, CA",earthquake,0.26,0.33,0.217,25,automatic,ci,ci
2019-08-16T18:14:25.530Z,35.6463333,-117.4538333,4.02,2.8,ml,37,56,0.03089,0.14,ci,ci38976240,2019-08-16T19:56:54.067Z,"14km SSW of Searles Valley, CA",earthquake,0.19,0.44,0.118,25,automatic,ci,ci
2019-08-16T16:35:53.850Z,36.0805,-117.863,2.4,2.52,ml,29,57,0.03759,0.13,ci,ci38975928,2019-08-16T16:46:53.870Z,"9km ENE of Coso Junction, CA",earthquake,0.24,0.34,0.243,25,automatic,ci,ci
2019-08-16T15:43:32.330Z,35.6653333,-117.5031667,10.45,2.54,ml,35,37,0.06473,0.17,ci,ci38975800,2019-08-16T16:47:55.297Z,"14km SW of Searles Valley, CA",earthquake,0.23,0.44,0.13,25,automatic,ci,ci
2019-08-16T12:00:27.700Z,35.3548333,-117.903,6.58,2.76,ml,45,39,0.09897,0.21,ci,ci38975232,2019-08-19T22:53:17.580Z,"24km W of Johannesburg, CA",earthquake,0.31,1.22,0.181,26,automatic,ci,ci
2019-08-16T11:27:27.380Z,36.1746667,-117.8795,2.53,2.56,ml,24,58,0.06036,0.19,ci,ci38975152,2019-08-16T11:38:01.300Z,"16km NNE of Coso Junction, CA",earthquake,0.4,0.8,0.202,25,automatic,ci,ci
2019-08-16T04:01:27.710Z,36.084,-117.863,2.13,3.18,ml,52,54,0.03415,0.16,ci,ci38974200,2019-09-20T21:23:11.040Z,"9km ENE of Coso Junction, CA",earthquake,0.14,0.21,0.116,87,reviewed,ci,ci
2019-08-16T00:56:14.050Z,35.6358333,-117.4305,8,3.29,ml,55,57,0.02975,0.14,ci,ci38973744,2019-09-20T20:53:42.040Z,"15km S of Searles Valley, CA",earthquake,0.13,0.27,0.18,111,reviewed,ci,ci
2019-08-15T20:44:59.860Z,35.5676651,-117.3909988,2.22,2.99,ml,54,33,0.04778,0.16,ci,ci38973064,2019-08-28T16:06:47.040Z,"22km S of Trona, CA",earthquake,0.2,0.38,0.285,23,automatic,ci,ci
2019-08-15T19:22:03.320Z,36.0813333,-117.8533333,2.48,2.61,ml,34,53,0.03619,0.18,ci,ci38972760,2019-08-15T19:25:50.575Z,"9km ENE of Coso Junction, CA",earthquake,0.26,0.35,0.233,25,automatic,ci,ci
2019-08-15T18:49:24.220Z,35.6626667,-117.4818333,8.69,2.59,ml,33,50,0.04742,0.13,ci,ci38972664,2019-08-15T18:59:59.920Z,"14km SSW of Searles Valley, CA",earthquake,0.22,0.41,0.167,25,automatic,ci,ci
2019-08-15T17:06:37.980Z,35.671,-117.5026667,10.56,2.62,ml,37,45,0.06458,0.16,ci,ci38972328,2019-08-15T17:17:12.090Z,"14km SW of Searles Valley, CA",earthquake,0.23,0.39,0.114,25,automatic,ci,ci
2019-08-15T12:32:40.530Z,36.0825,-117.8556667,2.94,2.71,ml,30,54,0.03501,0.14,ci,ci38971400,2019-08-15T12:43:24.730Z,"9km ENE of Coso Junction, CA",earthquake,0.24,0.54,0.216,25,automatic,ci,ci
2019-08-15T11:52:31.740Z,36.0825,-117.8583333,2.38,2.97,ml,48,54,0.03512,0.14,ci,ci38971248,2019-09-30T12:56:20.040Z,"9km ENE of Coso Junction, CA",earthquake,0.13,0.18,0.201,48,reviewed,ci,ci
2019-08-15T11:50:55.710Z,36.0781667,-117.8478333,2.4,2.85,ml,13,80,0.03974,0.14,ci,ci37423493,2019-08-15T14:33:31.019Z,"10km ENE of Coso Junction, CA",earthquake,0.28,0.26,0.096,4,reviewed,ci,ci
2019-08-15T11:50:40.550Z,36.0783333,-117.8506667,4.39,2.82,ml,4,151,0.03931,0.03,ci,ci37423501,2019-08-15T14:38:22.049Z,"10km ENE of Coso Junction, CA",earthquake,0.27,0.81,0.155,2,reviewed,ci,ci
2019-08-15T11:50:24.990Z,36.0775,-117.8596667,2.34,3.92,mw,54,54,0.04019,0.16,ci,ci38971232,2019-09-30T12:54:28.040Z,"9km ENE of Coso Junction, CA",earthquake,0.13,0.2,,6,reviewed,ci,ci
2019-08-15T06:26:23.710Z,35.638,-117.4488333,2.92,2.67,ml,34,55,0.05237,0.16,ci,ci38970424,2019-08-15T06:37:23.040Z,"15km SSW of Searles Valley, CA",earthquake,0.23,0.39,0.169,25,automatic,ci,ci
2019-08-15T00:12:49.970Z,35.765,-117.5888333,2.61,2.92,ml,31,55,0.05112,0.15,ci,ci38969584,2019-08-15T00:16:43.558Z,"17km W of Searles Valley, CA",earthquake,0.19,0.47,0.187,26,automatic,ci,ci
2019-08-14T23:32:45.800Z,35.9603333,-117.4001667,1.33,3.21,ml,58,44,0.1174,0.19,ci,ci38969456,2019-09-20T21:07:28.040Z,"22km N of Searles Valley, CA",earthquake,0.13,0.3,0.139,243,reviewed,ci,ci
2019-08-14T22:52:26.690Z,36.0786667,-117.8626667,1.98,3.51,ml,61,53,0.03934,0.17,ci,ci38969336,2019-09-20T21:06:51.040Z,"9km ENE of Coso Junction, CA",earthquake,0.13,0.2,0.148,297,reviewed,ci,ci
2019-08-14T22:41:26.230Z,36.079,-117.8638333,2.21,2.73,ml,24,101,0.03918,0.13,ci,ci38969320,2019-08-14T22:45:13.783Z,"8km ENE of Coso Junction, CA",earthquake,0.26,0.28,0.18,26,automatic,ci,ci
2019-08-14T21:04:11.010Z,35.8921667,-117.6775,2.68,3.75,mw,66,21,0.05981,0.2,ci,ci38969080,2019-09-20T21:06:14.040Z,"21km ESE of Little Lake, CA",earthquake,0.13,0.27,,6,reviewed,ci,ci
2019-08-14T10:36:05.960Z,35.8976667,-117.675,2.37,2.53,ml,35,43,0.05396,0.15,ci,ci38967032,2019-08-14T10:46:34.760Z,"21km ESE of Little Lake, CA",earthquake,0.17,0.3,0.197,25,automatic,ci,ci
2019-08-14T09:38:50.950Z,35.897,-117.6765,2.53,2.64,ml,37,43,0.05504,0.15,ci,ci38966840,2019-08-14T17:41:28.183Z,"21km ESE of Little Lake, CA",earthquake,0.16,0.31,0.217,25,automatic,ci,ci
2019-08-14T09:34:19.960Z,35.8951667,-117.6768333,4,3.57,mw,59,21,0.05683,0.18,ci,ci38966824,2019-09-21T07:29:31.040Z,"21km ESE of Little Lake, CA",earthquake,0.12,0.36,,6,reviewed,ci,ci
2019-08-14T05:00:51.900Z,35.6593333,-117.49,1.88,2.51,ml,37,42,0.05431,0.2,ci,ci38966064,2019-08-14T19:19:22.265Z,"14km SSW of Searles Valley, CA",earthquake,0.24,0.43,0.157,26,automatic,ci,ci
2019-08-13T23:30:01.780Z,36.1338333,-117.8621667,3.11,2.78,ml,29,63,0.01726,0.17,ci,ci38965256,2019-08-13T23:40:49.090Z,"12km NE of Coso Junction, CA",earthquake,0.29,0.51,0.175,25,automatic,ci,ci
2019-08-13T22:53:38.410Z,36.106,-117.9111667,1.49,2.77,ml,28,59,0.04704,0.17,ci,ci38965120,2019-08-13T22:57:30.361Z,"8km NNE of Coso Junction, CA",earthquake,0.24,0.5,0.129,26,automatic,ci,ci
2019-08-13T22:18:12.850Z,35.6925,-117.462,1.86,2.5,ml,36,65,0.04147,0.16,ci,ci38965056,2019-08-13T22:29:09.000Z,"10km SSW of Searles Valley, CA",earthquake,0.21,0.42,0.157,25,automatic,ci,ci
2019-08-12T23:41:27.930Z,35.8701667,-117.7141667,4.24,2.81,ml,33,42,0.07401,0.17,ci,ci38961520,2019-08-12T23:52:23.420Z,"19km ESE of Little Lake, CA",earthquake,0.19,0.54,0.18,25,automatic,ci,ci
2019-08-12T23:12:05.350Z,35.698,-117.5971667,7.38,2.78,ml,38,39,0.07916,0.13,ci,ci38961432,2019-08-13T04:15:35.083Z,"11km NE of Ridgecrest, CA",earthquake,0.17,0.71,0.133,25,automatic,ci,ci
2019-08-12T19:36:14.700Z,35.7255,-117.5175,10.67,2.5,ml,37,60,0.09727,0.17,ci,ci38960688,2019-08-12T19:47:05.570Z,"11km WSW of Searles Valley, CA",earthquake,0.25,0.47,0.15,25,automatic,ci,ci
2019-08-12T19:20:25.910Z,36.0951667,-117.9148333,2.43,2.7,ml,30,60,0.05347,0.14,ci,ci38960608,2019-08-12T19:30:59.780Z,"6km NNE of Coso Junction, CA",earthquake,0.22,0.39,0.198,25,automatic,ci,ci
2019-08-11T18:01:38.390Z,35.6463333,-117.4535,3.57,3.31,ml,55,38,0.03068,0.16,ci,ci38956352,2019-08-25T15:48:55.040Z,"14km SSW of Searles Valley, CA",earthquake,0.12,0.32,0.193,112,reviewed,ci,ci
2019-08-11T14:43:37.720Z,35.9241667,-117.714,1.68,2.61,ml,32,39,0.0568,0.17,ci,ci38955872,2019-08-11T14:54:38.640Z,"17km E of Little Lake, CA",earthquake,0.22,0.36,0.199,26,automatic,ci,ci
2019-08-11T01:21:08.110Z,35.6256667,-117.4721667,0.4,2.9,ml,35,65,0.0309,0.21,ci,ci38953824,2019-08-11T01:31:52.120Z,"17km SSW of Searles Valley, CA",earthquake,0.27,31.61,0.074,27,automatic,ci,ci
2019-08-10T19:02:35.100Z,36.151,-117.9145,2.74,2.69,ml,28,61,0.05868,0.16,ci,ci38953000,2019-08-10T21:26:51.350Z,"12km NNE of Coso Junction, CA",earthquake,0.28,0.94,0.206,25,automatic,ci,ci
2019-08-09T21:07:18.790Z,35.6756668,-117.5393295,6.97,3.13,ml,50,44,0.1476,0.15,ci,ci38949408,2019-08-25T22:52:16.040Z,"14km ENE of Ridgecrest, CA",earthquake,0.18,0.67,0.246,16,automatic,ci,ci
2019-08-09T19:07:10.880Z,35.5963333,-117.4315,6.6,2.51,ml,37,46,0.02688,0.16,ci,ci38949064,2019-08-09T19:20:54.101Z,"19km S of Searles Valley, CA",earthquake,0.22,0.41,0.161,25,automatic,ci,ci
2019-08-09T15:23:04.160Z,35.6823333,-117.5388333,7.11,2.99,ml,59,28,0.06502,0.14,ci,ci38948320,2019-08-25T15:59:50.040Z,"14km ENE of Ridgecrest, CA",earthquake,0.1,0.26,0.187,102,reviewed,ci,ci
2019-08-09T04:39:07.990Z,36.2003333,-118.1625,2.53,3.23,ml,51,79,0.2481,0.16,ci,ci38946464,2019-09-06T22:14:51.040Z,"17km WSW of Olancha, CA",earthquake,0.13,0.61,0.182,106,reviewed,ci,ci
2019-08-09T04:13:51.400Z,36.203,-118.1643333,2.53,2.57,ml,28,87,0.246,0.18,ci,ci38946392,2019-08-09T04:21:48.420Z,"17km WSW of Olancha, CA",earthquake,0.31,1.51,0.153,26,automatic,ci,ci
